Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hEd
Andrew,Male,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Bill,Male,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Bill,Male,(-4.5165;-3.7685],(3.0665; Inf],(0.4385;1.086],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Bill,Male,(-4.5165;-3.7685],(-0.1235;0.4245],(0.4385;1.086],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hid
Bill,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hUd
Bill,Male,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hUd
David,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
David,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
David,Male,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(0.8405;1.4965],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],(0.2025; Inf],[-Inf; Inf],hud
David,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
David,Male,(-3.7685;-3.143],(3.0665; Inf],[-Inf;0.4385],(1.4965; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
David,Male,(-1.4625; Inf],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
David,Male,(-1.4625; Inf],[-Inf;-0.1235],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],(1.451; Inf],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
David,Male,(-1.4625; Inf],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Mark,Male,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],had
