normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
(96.5; Inf],audi,gas,std,four,sedan,4wd,ohc,five,mpfi,front,(98.6;101.6],(175.65;187.25],(64.3; Inf],(52.45;54.85],(2216.5; Inf],(105.5; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;30.5],[-Inf;29.5],(8497; Inf],2
(75.5;92],chevrolet,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;95.5],[-Inf;165.65],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],[-Inf;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8497],0
(96.5; Inf],dodge,gas,turbo,,sedan,fwd,ohc,four,mpfi,front,(92.15;95.5],[-Inf;165.65],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],[-Inf;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;30.5],(29.5; Inf],(8497; Inf],1
(96.5; Inf],honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,[-Inf;87.5],[-Inf;165.65],[-Inf;64.3],(50.35;52.45],[-Inf;2216.5],[-Inf;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8497],2
(96.5; Inf],isuzu,gas,std,two,hatchback,rwd,ohc,four,spfi,front,(95.5;97.25],(165.65;173.3],(64.3; Inf],(50.35;52.45],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;30.5],[-Inf;29.5],(8497; Inf],2
(96.5; Inf],mazda,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;95.5],(165.65;173.3],[-Inf;64.3],(52.45;54.85],[-Inf;2216.5],[-Inf;105.5],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(30.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],mazda,gas,std,two,hatchback,rwd,rotor,two,4bbl,front,(92.15;95.5],(165.65;173.3],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],[-Inf;105.5],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;30.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],mazda,gas,std,two,hatchback,rwd,rotor,two,4bbl,front,(92.15;95.5],(165.65;173.3],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],[-Inf;105.5],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;30.5],[-Inf;29.5],(8497; Inf],3
(92;96.5],mercedes-benz,diesel,turbo,four,wagon,rwd,ohc,five,idi,front,(101.6; Inf],(188.9; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;30.5],[-Inf;29.5],(8497; Inf],-1
(92;96.5],mercedes-benz,diesel,turbo,two,hardtop,rwd,ohc,five,idi,front,(101.6; Inf],(187.25;188.9],(64.3; Inf],(54.85;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;30.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],mercedes-benz,gas,std,two,hardtop,rwd,ohcv,eight,mpfi,front,(101.6; Inf],(188.9; Inf],(64.3; Inf],(54.85;55.55],(2216.5; Inf],(105.5; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;30.5],[-Inf;29.5],(8497; Inf],1
