Speaker Number,Sex,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Class
Andrew,Male,-2.993_to_-2.405,1.3335_to_2.0185,-inf_to_0.4725,0.829_to_inf,-inf_to_-0.9895,-inf_to_1.4325,-0.6605_to_0.4795,-0.597_to_0.1185,0.0685_to_inf,All,hYd
Andrew,Male,-3.7375_to_-3.355,2.0185_to_2.794,-inf_to_0.4725,0.829_to_inf,-inf_to_-0.9895,-inf_to_1.4325,-0.6605_to_0.4795,0.1185_to_inf,0.0685_to_inf,All,hOd
Andrew,Male,-2.993_to_-2.405,2.0185_to_2.794,-inf_to_0.4725,0.144_to_0.829,-inf_to_-0.9895,-inf_to_1.4325,-0.6605_to_0.4795,-0.597_to_0.1185,0.0685_to_inf,All,had
Andrew,Male,-3.355_to_-2.993,2.0185_to_2.794,-inf_to_0.4725,0.144_to_0.829,-inf_to_-0.9895,-inf_to_1.4325,0.4795_to_inf,-0.597_to_0.1185,-0.9695_to_0.0685,All,had
Andrew,Male,-3.7375_to_-3.355,1.3335_to_2.0185,-inf_to_0.4725,0.829_to_inf,-0.4005_to_0.4995,-inf_to_1.4325,-0.6605_to_0.4795,0.1185_to_inf,0.0685_to_inf,All,hud
Andrew,Male,-2.993_to_-2.405,1.3335_to_2.0185,-inf_to_0.4725,0.144_to_0.829,-0.9895_to_-0.4005,1.4325_to_inf,-0.6605_to_0.4795,0.1185_to_inf,-0.9695_to_0.0685,All,hed
Andrew,Male,-3.355_to_-2.993,1.3335_to_2.0185,-inf_to_0.4725,0.829_to_inf,-0.9895_to_-0.4005,-inf_to_1.4325,-0.6605_to_0.4795,-0.597_to_0.1185,-0.9695_to_0.0685,All,hYd
Bill,Male,-2.405_to_-1.6645,0.7725_to_1.3335,-inf_to_0.4725,-inf_to_0.144,-0.4005_to_0.4995,-inf_to_1.4325,-0.6605_to_0.4795,-0.597_to_0.1185,0.0685_to_inf,All,had
Bill,Male,-4.268_to_-3.7375,2.794_to_3.2285,-inf_to_0.4725,0.144_to_0.829,-0.9895_to_-0.4005,-inf_to_1.4325,-0.6605_to_0.4795,0.1185_to_inf,0.0685_to_inf,All,hUd
Bill,Male,-4.268_to_-3.7375,2.794_to_3.2285,-inf_to_0.4725,-inf_to_0.144,-0.9895_to_-0.4005,-inf_to_1.4325,-0.6605_to_0.4795,0.1185_to_inf,0.0685_to_inf,All,hUd
Bill,Male,-2.993_to_-2.405,2.794_to_3.2285,-inf_to_0.4725,-inf_to_0.144,-0.9895_to_-0.4005,-inf_to_1.4325,-0.6605_to_0.4795,0.1185_to_inf,0.0685_to_inf,All,hYd
Bill,Male,-4.6685_to_-4.268,2.794_to_3.2285,-inf_to_0.4725,0.144_to_0.829,-inf_to_-0.9895,-inf_to_1.4325,-0.6605_to_0.4795,0.1185_to_inf,0.0685_to_inf,All,hUd
Bill,Male,-4.6685_to_-4.268,-0.1235_to_0.4245,0.4725_to_inf,0.829_to_inf,0.4995_to_inf,-inf_to_1.4325,-0.6605_to_0.4795,-0.597_to_0.1185,-inf_to_-0.9695,All,hid
Bill,Male,-2.405_to_-1.6645,-0.1235_to_0.4245,-inf_to_0.4725,-inf_to_0.144,-0.4005_to_0.4995,1.4325_to_inf,-0.6605_to_0.4795,0.1185_to_inf,-0.9695_to_0.0685,All,hId
Bill,Male,-inf_to_-4.6685,3.2285_to_inf,-inf_to_0.4725,-inf_to_0.144,-0.9895_to_-0.4005,-inf_to_1.4325,-0.6605_to_0.4795,0.1185_to_inf,-0.9695_to_0.0685,All,hud
