normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
116.5_to_inf,alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,88.5_to_92.15,168.75_to_169.05,-inf_to_64.3,-inf_to_50.35,2216.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_29.5,8497.0_to_inf,3
116.5_to_inf,audi,gas,std,two,sedan,fwd,ohc,five,mpfi,front,97.25_to_100.1,169.05_to_186.65,64.3_to_inf,52.45_to_55.55,2216.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_29.5,8497.0_to_inf,2
116.5_to_inf,dodge,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,92.15_to_94.0,-inf_to_168.75,-inf_to_64.3,50.35_to_52.45,-inf_to_2216.5,85.0_to_105.5,-inf_to_3.16,All,All,-inf_to_87.0,All,25.5_to_inf,29.5_to_inf,-inf_to_8497.0,1
75.5_to_116.5,honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,92.15_to_94.0,-inf_to_168.75,-inf_to_64.3,52.45_to_55.55,-inf_to_2216.5,65.5_to_85.0,-inf_to_3.16,All,All,-inf_to_87.0,All,25.5_to_inf,29.5_to_inf,-inf_to_8497.0,1
75.5_to_116.5,honda,gas,std,two,hatchback,fwd,ohc,four,1bbl,front,94.8_to_97.25,-inf_to_168.75,64.3_to_inf,52.45_to_55.55,2216.5_to_inf,105.5_to_inf,-inf_to_3.16,All,All,-inf_to_87.0,All,25.5_to_inf,29.5_to_inf,8497.0_to_inf,0
75.5_to_116.5,mazda,gas,std,four,sedan,fwd,ohc,four,2bbl,front,92.15_to_94.0,-inf_to_168.75,-inf_to_64.3,52.45_to_55.55,-inf_to_2216.5,85.0_to_105.5,-inf_to_3.16,All,All,-inf_to_87.0,All,25.5_to_inf,29.5_to_inf,-inf_to_8497.0,1
116.5_to_inf,mazda,gas,std,two,hatchback,rwd,rotor,two,4bbl,front,94.8_to_97.25,168.75_to_169.05,64.3_to_inf,-inf_to_50.35,2216.5_to_inf,65.5_to_85.0,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_29.5,8497.0_to_inf,3
75.5_to_116.5,mazda,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,97.25_to_100.1,169.05_to_186.65,64.3_to_inf,52.45_to_55.55,2216.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,-inf_to_87.0,All,25.5_to_inf,29.5_to_inf,8497.0_to_inf,0
75.5_to_116.5,nissan,gas,std,four,wagon,fwd,ohc,four,2bbl,front,94.0_to_94.8,169.05_to_186.65,-inf_to_64.3,52.45_to_55.55,-inf_to_2216.5,85.0_to_105.5,-inf_to_3.16,All,All,-inf_to_87.0,All,25.5_to_inf,29.5_to_inf,-inf_to_8497.0,1
75.5_to_116.5,nissan,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,94.8_to_97.25,169.05_to_186.65,64.3_to_inf,52.45_to_55.55,2216.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,25.5_to_inf,29.5_to_inf,8497.0_to_inf,0
116.5_to_inf,peugot,gas,std,four,wagon,rwd,l,four,mpfi,front,100.1_to_inf,186.65_to_inf,64.3_to_inf,56.25_to_inf,2216.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_29.5,8497.0_to_inf,0
75.5_to_116.5,subaru,gas,std,four,wagon,fwd,ohcf,four,2bbl,front,94.8_to_97.25,169.05_to_186.65,64.3_to_inf,52.45_to_55.55,2216.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,-inf_to_87.0,All,25.5_to_inf,29.5_to_inf,-inf_to_8497.0,0
75.5_to_116.5,subaru,gas,std,four,wagon,4wd,ohcf,four,2bbl,front,94.8_to_97.25,169.05_to_186.65,64.3_to_inf,52.45_to_55.55,2216.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,-inf_to_87.0,All,-inf_to_25.5,-inf_to_29.5,-inf_to_8497.0,0
116.5_to_inf,toyota,gas,std,two,hatchback,rwd,ohc,four,2bbl,front,94.0_to_94.8,-inf_to_168.75,-inf_to_64.3,52.45_to_55.55,-inf_to_2216.5,85.0_to_105.5,3.16_to_inf,All,All,-inf_to_87.0,All,25.5_to_inf,29.5_to_inf,-inf_to_8497.0,1
116.5_to_inf,toyota,gas,std,two,hardtop,rwd,ohc,four,mpfi,front,97.25_to_100.1,169.05_to_186.65,64.3_to_inf,50.35_to_52.45,2216.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,29.5_to_inf,8497.0_to_inf,2
-inf_to_75.5,toyota,gas,std,four,sedan,fwd,ohc,four,mpfi,front,100.1_to_inf,169.05_to_186.65,64.3_to_inf,52.45_to_55.55,2216.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,25.5_to_inf,29.5_to_inf,8497.0_to_inf,-1
75.5_to_116.5,volkswagen,diesel,std,four,sedan,fwd,ohc,four,idi,front,97.25_to_100.1,169.05_to_186.65,64.3_to_inf,55.55_to_56.15,2216.5_to_inf,85.0_to_105.5,-inf_to_3.16,All,All,-inf_to_87.0,All,25.5_to_inf,29.5_to_inf,-inf_to_8497.0,2
75.5_to_116.5,volvo,diesel,turbo,four,sedan,rwd,ohc,six,idi,front,100.1_to_inf,186.65_to_inf,64.3_to_inf,52.45_to_55.55,2216.5_to_inf,105.5_to_inf,-inf_to_3.16,All,All,87.0_to_inf,All,25.5_to_inf,-inf_to_29.5,8497.0_to_inf,-1
