rules,suppport,confidence,lift
"{sex=0,chest=[-Inf;3.5],number_of_major_vessels=[-Inf;0.5]} => {class=absent}",0.14,1.00,0.00 
"{sex=0,chest=[-Inf;3.5],age=[-Inf;54.5]} => {class=absent}",0.11,1.00,0.00 
"{maximum_heart_rate_achieved=[-Inf;150.5],age=[-Inf;54.5],oldpeak=(1.7; Inf]} => {class=present}",0.05,1.00,0.00 
"{exercise_induced_angina=1,fasting_blood_sugar=1,thal=(4.5; Inf]} => {class=present}",0.04,1.00,0.00 
"{chest=(3.5; Inf],age=(54.5; Inf],fasting_blood_sugar=1} => {class=present}",0.04,1.00,0.00 
"{sex=0,chest=(3.5; Inf],oldpeak=(1.7; Inf]} => {class=present}",0.03,1.00,0.00 
"{chest=[-Inf;3.5],thal=[-Inf;4.5],exercise_induced_angina=1} => {class=absent}",0.03,1.00,0.00 
"{number_of_major_vessels=[-Inf;0.5],thal=[-Inf;4.5],fasting_blood_sugar=1} => {class=absent}",0.03,1.00,0.00 
"{chest=(3.5; Inf],oldpeak=(1.7; Inf],fasting_blood_sugar=1} => {class=present}",0.02,1.00,0.00 
"{exercise_induced_angina=1,oldpeak=(1.7; Inf],fasting_blood_sugar=1} => {class=present}",0.01,1.00,0.00 
"{sex=0,chest=[-Inf;3.5],exercise_induced_angina=1} => {class=absent}",0.01,1.00,0.00 
"{sex=0,thal=(4.5; Inf],fasting_blood_sugar=1} => {class=present}",0.01,1.00,0.00 
"{chest=(3.5; Inf],maximum_heart_rate_achieved=(150.5; Inf],fasting_blood_sugar=1} => {class=present}",0.01,1.00,0.00 
"{ } => {class=absent}", 0,0,0
